YHY,Hay River,,Canada,0
YHZ,Halifax,,Canada,0
YIB,Atikokan,,Canada,0
YIO,Pond Inlet,,Canada,0
YJN,St. Jean,,Canada,0
YJT,Stephenville,,Canada,0
YKA,Kamloops,,Canada,0
YKF,Waterloo,,Canada,0
YKL,Schefferville,,Canada,0
YKY,Kindersley,,Canada,0
YKZ,Toronto,,Canada,0
YLD,Chapleau,,Canada,0
YLJ,Meadow Lake,,Canada,0
YLL,Lloydminster,,Canada,0
YLT,Alert,,Canada,0
YLW,Kelowna,,Canada,0
YMA,Mayo,,Canada,0
YMJ,Moose Jaw,,Canada,0
YMM,Fort Mcmurray,,Canada,0
YMO,Moosonee,,Canada,0
YMW,Maniwaki,,Canada,0
YMX,Montreal,,Canada,0
YNA,Natashquan,,Canada,0
YND,Gatineau,,Canada,0
YNM,Matagami,,Canada,0
YOC,Old Crow,,Canada,0
YOD,Cold Lake,,Canada,0
YOJ,High Level,,Canada,0
YOW,Ottawa,,Canada,0
YPA,Prince Albert,,Canada,0
YPE,Peace River,,Canada,0
YPG,Portage-la-prairie,,Canada,0
YPL,Pickle Lake,,Canada,0
YPN,Port Menier,,Canada,0
YPQ,Peterborough,,Canada,0
YPR,Prince Pupert,,Canada,0
YPY,Fort Chipewyan,,Canada,0
YQA,Muskoka,,Canada,0
YQB,Quebec,,Canada,0
YQF,Red Deer Industrial,,Canada,0
YQG,Windsor,,Canada,0
YQH,Watson Lake,,Canada,0
YQK,Kenora,,Canada,0
YQL,Lethbridge,,Canada,0
YQM,Moncton,,Canada,0
YQQ,Comox,,Canada,0
YQR,Regina,,Canada,0
YQT,Thunder Bay,,Canada,0
YQU,Grande Prairie,,Canada,0
YQV,Yorkton,,Canada,0
YQW,North Battleford,,Canada,0
YQX,Gander,,Canada,0
YQY,Sydney,,Canada,0
YQZ,Quesnel,,Canada,0
YRB,Resolute,,Canada,0
YRI,Riviere Du Loup,,Canada,0
YRJ,Roberval,,Canada,0
YRM,Rocky Mountain House,,Canada,0
YRT,Rankin Inlet,,Canada,0
YSB,Sudbury,,Canada,0
YSC,Sherbrooke,,Canada,0
YSJ,St. John,,Canada,0
YSM,Fort Smith,,Canada,0
YSR,Nanisivik,,Canada,0
YSU,Summerside,,Canada,0
YSY,Sachs Harbour,,Canada,0
YTE,Cape Dorset,,Canada,0
YTH,Thompson,,Canada,0
YTR,Trenton,,Canada,0
YTS,Timmins,,Canada,0
YTZ,Toronto,,Canada,0
YUB,Tuktoyaktuk,,Canada,0
YUL,Montreal,,Canada,0
YUT,Repulse Bay,,Canada,0
YUX,Hall Beach,,Canada,0
YUY,Rouyn,,Canada,0
YVC,La Ronge,,Canada,0
YVG,Vermillion,,Canada,0
YVM,Broughton Island,,Canada,0
YVO,Val D'or,,Canada,0
YVP,Quujjuaq,,Canada,0
YVQ,Norman Wells,,Canada,0
YVR,Vancouver,,Canada,0
YVT,Buffalo Narrows,,Canada,0
YVV,Wiarton,,Canada,0
YWA,Petawawa,,Canada,0
YWG,Winnipeg,,Canada,0
YWK,Wabush,,Canada,0
YWL,Williams Lake,,Canada,0
YWY,Wrigley,,Canada,0
YXC,Cranbrook,,Canada,0
YXD,Edmonton,,Canada,0
YXE,Saskatoon,,Canada,0
YXH,Medicine Hat,,Canada,0
YXJ,Fort Saint John,,Canada,0
YXL,Sioux Lookout,,Canada,0
YXP,Pangnirtung,,Canada,0
YXR,Earlton,,Canada,0
YXS,Prince George,,Canada,0
YXT,Terrace,,Canada,0
YXU,London,,Canada,0
YXX,Abbotsford,,Canada,0
YXY,Whitehorse,,Canada,0
YYB,North Bay,,Canada,0
YYC,Calgary,,Canada,0
YYD,Smithers,,Canada,0
YYE,Fort Nelson,,Canada,0
YYF,Penticton,,Canada,0
YYG,Charlottetown,,Canada,0
YYH,Spence Bay,,Canada,0
YYJ,Victoria,,Canada,0
YYL,Lynn Lake,,Canada,0
YYN,Swift Current,,Canada,0
YYQ,Churchill,,Canada,0
YYR,Goose Bay,,Canada,0
YYT,St. John's,,Canada,0
YYU,Kapuskasing,,Canada,0
YYW,Armstrong,,Canada,0
YYY,Mont Joli,,Canada,0
YYZ,Toronto,,Canada,0
YZD,Toronto,,Canada,0
YZE,Gore Bay,,Canada,0
YZF,Yellowknife,,Canada,0
YZH,Slave Lake,,Canada,0
YZP,Sandspit,,Canada,0
YZR,Sarnia,,Canada,0
YZT,Port Hardy,,Canada,0
YZU,Whitecourt,,Canada,0
YZV,Sept-iles,,Canada,0
YZW,Teslin,,Canada,0
YZX,Greenwood,,Canada,0
ZFA,Faro,,Canada,0
ZFM,Fort Mcpherson,,Canada,0
QLD,Blida,,Algeria,0
BUJ,Bou Saada,,Algeria,0
BJA,Bejaja,,Algeria,0
ALG,Algier,,Algeria,0
DJG,Djanet,,Algeria,0
VVZ,Illizi,,Algeria,0
TMR,Tamanrasset,,Algeria,0
GJL,Jijel,,Algeria,0
MZW,Mecheria,,Algeria,0
AAE,Annaba,,Algeria,0
CZL,Constantine,,Algeria,0
TEE,Tebessa,,Algeria,0
HRM,Tilrempt,,Algeria,0
TID,Tiaret,,Algeria,0
TIN,Tindouf,,Algeria,0
CFK,Ech-cheliff,,Algeria,0
TAF,Oran,,Algeria,0
TLM,Tlemcen,,Algeria,0
ORN,Oran,,Algeria,0
BFW,Sidi Bel Abbes,,Algeria,0
MUW,Ghriss,,Algeria,0
AZR,Adrar,,Algeria,0
BSK,Biskra,,Algeria,0
ELG,El Golea,,Algeria,0
GHA,Ghardaia,,Algeria,0
HME,Hassi Messaoud,,Algeria,0
INZ,In Salah,,Algeria,0
TGR,Touggourt,,Algeria,0
LOO,Laghouat,,Algeria,0
TMX,Timimoun,,Algeria,0
OGX,Ouargla,,Algeria,0
IAM,Zarzaitine,,Algeria,0
COO,Cotonou,,Benin,0
OUA,Ouagadougou,,Burkina Faso,0
BOY,Bobo-dioulasso,,Burkina Faso,0
ACC,Accra,,Ghana,0
TML,Tamale,,Ghana,0
NYI,Sunyani,,Ghana,0
TKD,Takoradi,,Ghana,0
ABJ,Abidjan,,Cote d'Ivoire,0
BYK,Bouake,,Cote d'Ivoire,0
DJO,Daloa,,Cote d'Ivoire,0
HGO,Korhogo,,Cote d'Ivoire,0
MJC,Man,,Cote d'Ivoire,0
SPY,San Pedro,,Cote d'Ivoire,0
ASK,Yamoussoukro,,Cote d'Ivoire,0
ABV,Abuja,,Nigeria,0
AKR,Akure,,Nigeria,0
BNI,Benin,,Nigeria,0
CBQ,Calabar,,Nigeria,0
ENU,Enugu,,Nigeria,0
IBA,Ibadan,,Nigeria,0
ILR,Ilorin,,Nigeria,0
JOS,Jos,,Nigeria,0
KAD,Kaduna,,Nigeria,0
KAN,Kano,,Nigeria,0
MIU,Maiduguri,,Nigeria,0
MDI,Makurdi,,Nigeria,0
LOS,Lagos,,Nigeria,0
MXJ,Minna,,Nigeria,0
PHC,Port Hartcourt,,Nigeria,0
SKO,Sokoto,,Nigeria,0
YOL,Yola,,Nigeria,0
ZAR,Zaria,,Nigeria,0
MFQ,Maradi,,Niger,0
NIM,Niamey,,Niger,0
THZ,Tahoua,,Niger,0
AJY,Agadez,,Niger,0
ZND,Zinder,,Niger,0
MIR,Monastir,,Tunisia,0
TUN,Tunis,,Tunisia,0
GAF,Gafsa,,Tunisia,0
GAE,Gabes,,Tunisia,0
DJE,Djerba,,Tunisia,0
EBM,El Borma,,Tunisia,0
SFA,Sfax,,Tunisia,0
TOE,Tozeur,,Tunisia,0
LRL,Niatougou,,Togo,0
LFW,Lome,,Togo,0
ANR,Antwerp,,Belgium,0
BRU,Brussels,,Belgium,0
CRL,Charleroi,,Belgium,0
KJK,Kortrijk-vevelgem,,Belgium,0
LGG,Liege,,Belgium,0
OST,Ostend,,Belgium,0
OBL,Zoersel,,Belgium,0
AOC,Altenburg,,Germany,0
IES,Riesa,,Germany,0
REB,Rechlin-laerz,,Germany,0
QXH,Schoenhagen,,Germany,0
BBH,Barth,,Germany,0
ZMG,Magdeburg,,Germany,0
CBU,Cottbus,,Germany,0
SXF,Berlin,,Germany,0
DRS,Dresden,,Germany,0
ERF,Erfurt,,Germany,0
FRA,Frankfurt,,Germany,0
FMO,Munster,,Germany,0
HAM,Hamburg,,Germany,0
THF,Berlin,,Germany,0
CGN,Cologne,,Germany,0
DUS,Duesseldorf,,Germany,0
MUC,Munich,,Germany,0
NUE,Nuernberg,,Germany,0
LEJ,Leipzig,,Germany,0
SCN,Saarbruecken,,Germany,0
STR,Stuttgart,,Germany,0
TXL,Berlin,,Germany,0
HAJ,Hannover,,Germany,0
BRE,Bremen,,Germany,0
QEF,Egelsbach,,Germany,0
HHN,Hahn,,Germany,0
MHG,Mannheim,,Germany,0
EIB,Eisenach,,Germany,0
SGE,Siegerland,,Germany,0
XFW,Hamburg,,Germany,0
KEL,Kiel,,Germany,0
LBC,Luebeck,,Germany,0
ESS,Essen,,Germany,0
BFE,Bielefeld,,Germany,0
MGL,Moenchengladbach,,Germany,0
PAD,Paderborn,,Germany,0
DTM,Dortmund,,Germany,0
AGB,Augsburg,,Germany,0
OBF,Oberpfaffenhofen,,Germany,0
RBM,Straubing,,Germany,0
FDH,Friedrichshafen,,Germany,0
SZW,Parchim,,Germany,0
BYU,Bayreuth,,Germany,0
URD,Burg Feuerstein,,Germany,0
HOQ,Hof,,Germany,0
ZQW,Zweibruecken,,Germany,0
ZQL,Donaueschingen,,Germany,0
BWE,Braunschweig,,Germany,0
KSF,Kassel,,Germany,0
BRV,Bremerhaven,,Germany,0
EME,Emden,,Germany,0
WVN,Wilhelmshaven,,Germany,0
BMK,Borkum,,Germany,0
NRD,Norderney,,Germany,0
FLF,Flensburg,,Germany,0
GWT,Westerland,,Germany,0
KDL,Kardla,,Estonia,0
URE,Kuressaare,,Estonia,0
EPU,Parnu,,Estonia,0
TLL,Tallinn-ulemiste International,,Estonia,0
TAY,Tartu,,Estonia,0
ENF,Enontekio,,Finland,0
KEV,Halli,,Finland,0
HEM,Helsinki,,Finland,0
HEL,Helsinki,,Finland,0
HYV,Hyvinkaa,,Finland,0
KTQ,Kitee,,Finland,0
IVL,Ivalo,,Finland,0
JOE,Joensuu,,Finland,0
JYV,Jyvaskyla,,Finland,0
KAU,Kauhava,,Finland,0
KEM,Kemi,,Finland,0
KAJ,Kajaani,,Finland,0
KHJ,Kauhajoki,,Finland,0
KOK,Kruunupyy,,Finland,0
KAO,Kuusamo,,Finland,0
KTT,Kittila,,Finland,0
KUO,Kuopio,,Finland,0
QLF,Vesivehmaa,,Finland,0
LPP,Lappeenranta,,Finland,0
MHQ,Mariehamn,,Finland,0
MIK,Mikkeli,,Finland,0
OUL,Oulu,,Finland,0
POR,Pori,,Finland,0
RVN,Rovaniemi,,Finland,0
SVL,Savonlinna,,Finland,0
SOT,Sodankyla,,Finland,0
TMP,Tampere,,Finland,0
TKU,Turku,,Finland,0
UTI,Utti,,Finland,0
VAA,Vaasa,,Finland,0
VRK,Varkaus,,Finland,0
YLI,Ylivieska-raudaskyla,,Finland,0
BFS,Belfast,,United Kingdom,0
ENK,Enniskillen,,United Kingdom,0
BHD,Belfast,,United Kingdom,0
LDY,Londonderry,,United Kingdom,0
BHX,Birmingham,,United Kingdom,0
CVT,Coventry,,United Kingdom,0
GLO,Golouchestershire,,United Kingdom,0
GBA,Pailton,,United Kingdom,0
MAN,Manchester,,United Kingdom,0
NQY,Newquai,,United Kingdom,0
LYE,Lyneham,,United Kingdom,0
YEO,Yeovilton,,United Kingdom,0
HAW,Haverfordwest,,United Kingdom,0
CWL,Cardiff,,United Kingdom,0
SWS,Swansea,,United Kingdom,0
BRS,Bristol,,United Kingdom,0
LPL,Liverpool,,United Kingdom,0
LTN,London,,United Kingdom,0
PLH,Plymouth,,United Kingdom,0
BOH,Bournemouth,,United Kingdom,0
SOU,Southampton,,United Kingdom,0
QLA,Lasham,,United Kingdom,0
ACI,Alderney,,Guernsey,0
GCI,Guernsey,,Guernsey,0
JER,Jersey,,Jersey,0
ESH,Shoreham By Sea,,United Kingdom,0
BQH,Biggin Hill,,United Kingdom,0
LGW,London,,United Kingdom,0
LCY,London,,United Kingdom,0
FAB,Farnborough,,United Kingdom,0
BBS,Blackbushe,,United Kingdom,0
LHR,London,,United Kingdom,0
SEN,Southend,,United Kingdom,0
LYX,Lydd,,United Kingdom,0
MSE,Manston,,United Kingdom,0
CAX,Carlisle,,United Kingdom,0
BLK,Blackpool,,United Kingdom,0
HUY,Humberside,,United Kingdom,0
BWF,Barrow Island,,United Kingdom,0
LBA,Leeds,,United Kingdom,0
WRT,Warton,,United Kingdom,0
CEG,Hawarden,,United Kingdom,0
IOM,Isle Of Man,,Isle of Man,0
NCL,Newcastle,,United Kingdom,0
MME,Teesside,,United Kingdom,0
EMA,East Midlands,,United Kingdom,0
KOI,Kirkwall,,United Kingdom,0
LSI,Sumburgh,,United Kingdom,0
WIC,Wick,,United Kingdom,0
ABZ,Aberdeen,,United Kingdom,0
INV,Inverness,,United Kingdom,0
GLA,Glasgow,,United Kingdom,0
EDI,Edinburgh,,United Kingdom,0
ILY,Islay,,United Kingdom,0
PIK,Prestwick,,United Kingdom,0
BEB,Benbecula,,United Kingdom,0
SCS,Scatsta,,United Kingdom,0
DND,Dundee,,United Kingdom,0
SYY,Stornoway,,United Kingdom,0
TRE,Tiree,,United Kingdom,0
ADX,Leuchars,,United Kingdom,0
LMO,Lossiemouth,,United Kingdom,0
CBG,Cambridge,,United Kingdom,0
NWI,Norwich,,United Kingdom,0
STN,London,,United Kingdom,0
EXT,Exeter,,United Kingdom,0
FZO,Bristol,,United Kingdom,0
OXF,Oxford,,United Kingdom,0
BEX,Benson,,United Kingdom,0
LKZ,Lakenheath,,United Kingdom,0
MHZ,Mildenhall,,United Kingdom,0
QUY,Wyton,,United Kingdom,0
FFD,Fairford,,United Kingdom,0
BZZ,Brize Norton,,United Kingdom,0
ODH,Odiham,,United Kingdom,0
NHT,Northolt,,United Kingdom,0
QCY,Coningsby,,United Kingdom,0
BEQ,Honington,,United Kingdom,0
SQZ,Scampton,,United Kingdom,0
HRT,Linton-on-ouse,,United Kingdom,0
WTN,Waddington,,United Kingdom,0
KNF,Marham,,United Kingdom,0
MPN,Mount Pleasant,,Falkland Islands,0
AMS,Amsterdam,,Netherlands,0
MST,Maastricht,,Netherlands,0
EIN,Eindhoven,,Netherlands,0
GRQ,Groningen,,Netherlands,0
GLZ,Gilze-rijen,,Netherlands,0
DHR,De Kooy,,Netherlands,0
LEY,Lelystad,,Netherlands,0
LWR,Leeuwarden,,Netherlands,0
RTM,Rotterdam,,Netherlands,0
UTC,Soesterberg,,Netherlands,0
ENS,Enschede,,Netherlands,0
LID,Valkenburg,,Netherlands,0
WOE,Woensdrecht,,Netherlands,0
ORK,Cork,,Ireland,0
GWY,Galway,,Ireland,0
DUB,Dublin,,Ireland,0
NOC,Connaught,,Ireland,0
KIR,Kerry,,Ireland,0
SNN,Shannon,,Ireland,0
SXL,Sligo,,Ireland,0
WAT,Waterford,,Ireland,0
AAR,Aarhus,,Denmark,0
BLL,Billund,,Denmark,0
CPH,Copenhagen,,Denmark,0
EBJ,Esbjerg,,Denmark,0
KRP,Karup,,Denmark,0
BYR,Laeso,,Denmark,0
MRW,Maribo,,Denmark,0
ODE,Odense,,Denmark,0
RKE,Copenhagen,,Denmark,0
RNN,Ronne,,Denmark,0
SGD,Soenderborg,,Denmark,0
SKS,Skrydstrup,,Denmark,0
SQW,Skive,,Denmark,0
TED,Thisted,,Denmark,0
FAE,Vagar,,Faroe Islands,0
STA,Stauning,,Denmark,0
AAL,Aalborg,,Denmark,0
LUX,Luxemburg,,Luxembourg,0
AES,Alesund,,Norway,0
ANX,Andoya,,Norway,0
ALF,Alta,,Norway,0
BNN,Bronnoysund,,Norway,0
BOO,Bodo,,Norway,0
BGO,Bergen,,Norway,0
BJF,Batsfjord,,Norway,0
KRS,Kristiansand,,Norway,0
DLD,Geilo,,Norway,0
BDU,Bardufoss,,Norway,0
VDB,Fagernes,,Norway,0
FRO,Floro,,Norway,0
OSL,Oslo,,Norway,0
HAU,Haugesund,,Norway,0
HAA,Hasvik,,Norway,0
KSU,Kristiansund,,Norway,0
KKN,Kirkenes,,Norway,0
FAN,Farsund,,Norway,0
MOL,Molde,,Norway,0
MJF,Mosjoen,,Norway,0
LKL,Lakselv,,Norway,0
NTB,Notodden,,Norway,0
OLA,Orland,,Norway,0
RRS,Roros,,Norway,0
SKE,Skien,,Norway,0
SRP,Stord,,Norway,0
SSJ,Sandnessjoen,,Norway,0
TRD,Trondheim,,Norway,0
SVG,Stavanger,,Norway,0
GDN,Gdansk,,Poland,0
KRK,Krakow,,Poland,0
KTW,Katowice,,Poland,0
POZ,Poznan,,Poland,0
RZE,Rzeszow,,Poland,0
SZZ,Szczecin,,Poland,0
OSP,Slupsk,,Poland,0
WAW,Warsaw,,Poland,0
WRO,Wroclaw,,Poland,0
IEG,Zielona Gora,,Poland,0
RNB,Ronneby,,Sweden,0
GOT,Gothenborg,,Sweden,0
JKG,Joenkoeping,,Sweden,0
LDK,Lidkoping,,Sweden,0
GSE,Gothenborg,,Sweden,0
KVB,Skovde,,Sweden,0
THN,Trollhattan,,Sweden,0
KSK,Karlskoga,,Sweden,0
MXX,Mora,,Sweden,0
NYO,Stockholm,,Sweden,0
KID,Kristianstad,,Sweden,0
OSK,Oskarshamn,,Sweden,0
KLR,Kalkmar,,Sweden,0
MMX,Malmoe,,Sweden,0
HAD,Halmstad,,Sweden,0
VXO,Vaxjo,,Sweden,0
EVG,Sveg,,Sweden,0
GEV,Gallivare,,Sweden,0
HUV,Hudiksvall,,Sweden,0
KRF,Kramfors,,Sweden,0
LYC,Lycksele,,Sweden,0
SDL,Sundsvall,,Sweden,0
OER,Ornskoldsvik,,Sweden,0
KRN,Kiruna,,Sweden,0
SFT,Skelleftea,,Sweden,0
UME,Umea,,Sweden,0
VHM,Vilhelmina,,Sweden,0
AJR,Arvidsjaur,,Sweden,0
ORB,Orebro,,Sweden,0
VST,Vasteras,,Sweden,0
LLA,Lulea,,Sweden,0
ARN,Stockholm,,Sweden,0
BMA,Stockholm,,Sweden,0
BLE,Borlange,,Sweden,0
HLF,Hultsfred,,Sweden,0
GVX,Gavle,,Sweden,0
LPI,Linkoeping,,Sweden,0
NRK,Norrkoeping,,Sweden,0
EKT,Eskilstuna,,Sweden,0
VBY,Visby,,Sweden,0
SPM,Spangdahlem,,Germany,0
RMS,Ramstein,,Germany,0
GHF,Giebelstadt,,Germany,0
ZCN,Celle,,Germany,0
FRZ,Fritzlar,,Germany,0
ZNF,Hanau,,Germany,0
KZG,Kitzingen,,Germany,0
FCN,Nordholz,,Germany,0
GKE,Geilenkirchen,,Germany,0
RLG,Laage,,Germany,0
WBG,Schleswig,,Germany,0
WIE,Wiesbaden,,Germany,0
FEL,Fuerstenfeldbruck,,Germany,0
IGS,Ingolstadt,,Germany,0
GUT,Guetersloh,,Germany,0
ALJ,Alexander Bay,,South Africa,0
AGZ,Aggeneys,,South Africa,0
BIY,Bisho,,South Africa,0
BFN,Bloemfontein,,South Africa,0
CPT,Cape Town,,South Africa,0
DUR,Durban,,South Africa,0
ELS,East London,,South Africa,0
FCB,Ficksburg,,South Africa,0
GCJ,Johannesburg,,South Africa,0
GRJ,George,,South Africa,0
HRS,Harrismith,,South Africa,0
HDS,Hoedspruit,,South Africa,0
JNB,Johannesburg,,South Africa,0
KXE,Klerksdorp,,South Africa,0
KIM,Kimberley,,South Africa,0
KMH,Kuruman,,South Africa,0
KLZ,Kleinsee,,South Africa,0
HLA,Johannesburg,,South Africa,0
SDB,Langebaanweg,,South Africa,0
LAY,Ladysmith,,South Africa,0
MGH,Margate,,South Africa,0
LLE,Malalane,,South Africa,0
MZQ,Mkuze,,South Africa,0
NCS,Newcastle,,South Africa,0
OVG,Overberg,,South Africa,0
OUH,Oudtshoorn,,South Africa,0
PLZ,Port Elizabeth,,South Africa,0
PBZ,Plettenberg Bay,,South Africa,0
PHW,Phalaborwa,,South Africa,0
JOH,Port Saint Johns,,South Africa,0
PZB,Pietermaritzburg,,South Africa,0
NTY,Pilanesberg,,South Africa,0
PTG,Potgietersrus,,South Africa,0
PCF,Potchefstroom,,South Africa,0
UTW,Queenstown,,South Africa,0
RCB,Richard's Bay,,South Africa,0
ROD,Robertson,,South Africa,0
SBU,Springbok,,South Africa,0
ZEC,Secunda,,South Africa,0
SIS,Sishen,,South Africa,0
SZK,Skukuza,,South Africa,0
LTA,Tzaneen,,South Africa,0
ULD,Ulundi,,South Africa,0
UTN,Upington,,South Africa,0
UTT,Umtata,,South Africa,0
VRU,Vryburg,,South Africa,0
VIR,Durban,,South Africa,0
VRE,Vredendal,,South Africa,0
PRY,Pretoria,,South Africa,0
WKF,Waterkloof,,South Africa,0
FRW,Francistown,,Botswana,0
JWA,Jwaneng,,Botswana,0
BBK,Kasane,,Botswana,0
MUB,Maun,,Botswana,0
GBE,Gaberone,,Botswana,0
PKW,Selebi-phikwe,,Botswana,0
BZV,Brazzaville,,Congo (Brazzaville),0
FTX,Owando,,Congo (Kinshasa),0
OUE,Ouesso,,Congo (Kinshasa),0
PNR,Pointe-noire,,Congo (Brazzaville),0
MTS,Manzini,,Swaziland,0
BGF,Bangui,,Central African Republic,0
BBT,Berberati,,Central African Republic,0
BSG,Bata,,Equatorial Guinea,0
SSG,Malabo,,Equatorial Guinea,0
ASI,Wide Awake,,Saint Helena,0
MRU,Plaisance,,Mauritius,0
RRG,Rodriguez Island,,Mauritius,0
NKW,Diego Garcia Island,,British Indian Ocean Territory,0
TKC,Tiko,,Cameroon,0
DLA,Douala,,Cameroon,0
MVR,Maroua,,Cameroon,0
FOM,Foumban,,Cameroon,0
NGE,N'gaoundere,,Cameroon,0
GOU,Garoua,,Cameroon,0
BFX,Bafoussam,,Cameroon,0
BPC,Bamenda,,Cameroon,0
YAO,Yaounde,,Cameroon,0
CGJ,Kasompe,,Zambia,0
LVI,Livingstone,,Zambia,0
LUN,Lusaka,,Zambia,0
MFU,Mfuwe,,Zambia,0
MNR,Mongu,,Zambia,0
NLA,Ndola,,Zambia,0
KIW,Southdowns,,Zambia,0
HAH,Moroni,,Comoros,0
NWA,Moheli,,Comoros,0
AJN,Anjouan,,Comoros,0
DZA,Dzaoudzi,,Mayotte,0
RUN,St.-denis,,Reunion,0
ZSE,St.-pierre,,Reunion,0
TNR,Antananarivo,,Madagascar,0
ZVA,Miandrivazo,,Madagascar,0
SMS,Sainte Marie,,Madagascar,0
TMM,Toamasina,,Madagascar,0
MOQ,Morondava,,Madagascar,0
DIE,Antsiranana,,Madagascar,0
WMR,Mananara,,Madagascar,0
ZWA,Andapa,,Madagascar,0
AMB,Ambilobe,,Madagascar,0
ANM,Antalaha,,Madagascar,0
HVA,Analalava,,Madagascar,0
MJN,Mahajanga,,Madagascar,0
NOS,Nosy-be,,Madagascar,0
BPY,Besalampy,,Madagascar,0
WMN,Maroantsetra,,Madagascar,0
SVB,Sambava,,Madagascar,0
VOH,Vohemar,,Madagascar,0
WAI,Antsohihy,,Madagascar,0
IVA,Ampampamena,,Madagascar,0
FTU,Tolagnaro,,Madagascar,0
WFI,Fianarantsoa,,Madagascar,0
RVA,Farafangana,,Madagascar,0
WVK,Manakara,,Madagascar,0
MNJ,Mananjary,,Madagascar,0
MXM,Morombe,,Madagascar,0
TLE,Toliara,,Madagascar,0
SSY,M'banza-congo,,Angola,0
BUG,Benguela,,Angola,0
CAB,Cabinda,,Angola,0
NOV,Huambo,,Angola,0
SVP,Kuito,,Angola,0
LAD,Luanda,,Angola,0
MEG,Malanje,,Angola,0
SPP,Menongue,,Angola,0
GXG,Negage,,Angola,0
PBN,Porto Amboim,,Angola,0
VHC,Saurimo,,Angola,0
SZA,Soyo,,Angola,0
SDD,Lubango,,Angola,0
LUO,Luena,,Angola,0
UGO,Uige,,Angola,0
XGN,Xangongo,,Angola,0
OYE,Oyem,,Gabon,0
OKN,Okondja,,Gabon,0
LBQ,Lambarene,,Gabon,0
BMM,Bitam,,Gabon,0
POG,Port Gentil,,Gabon,0
OMB,Omboue Hospial,,Gabon,0
MKU,Makokou,,Gabon,0
LBV,Libreville,,Gabon,0
MVB,Franceville,,Gabon,0
PCP,Principe,,Sao Tome and Principe,0
TMS,Sao Tome,,Sao Tome and Principe,0
BEW,Beira,,Mozambique,0
INH,Inhambane,,Mozambique,0
VXC,Lichinga,,Mozambique,0
LFB,Lumbo,,Mozambique,0
MPM,Maputo,,Mozambique,0
MUD,Mueda,,Mozambique,0
MZB,Mocimboa Da Praia,,Mozambique,0
MNC,Nacala,,Mozambique,0
APL,Nampula,,Mozambique,0
POL,Pemba,,Mozambique,0
UEL,Quelimane,,Mozambique,0
TET,Tete,,Mozambique,0
VNX,Vilankulu,,Mozambique,0
DES,Desroches,,Seychelles,0
SEZ,Mahe,,Seychelles,0
PRI,Praslin,,Seychelles,0
AEH,Abeche,,Chad,0
MQQ,Moundou,,Chad,0
NDJ,N'djamena,,Chad,0
FYT,Faya-largeau,,Chad,0
BUQ,Bulawayo,,Zimbabwe,0
BFO,Chiredzi,,Zimbabwe,0
VFA,Victoria Falls,,Zimbabwe,0
HRE,Harare,,Zimbabwe,0
KAB,Kariba,,Zimbabwe,0
